Week,Employee_ID,AHT,Schedule_Adherence,ACW,RONA,Evaluation_Completed,Efficiency,Compliance,Logging,Professionalism,Exceptions,Knowledge,Guidance,QS_Adoption_Score,Performance_Level,Needs_Coaching
5/13/2024,EMP018,7.08,96.35,1.489,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP018,16.34,94.82,1.451,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/27/2024,EMP018,13.55,97.77,1.147,2,TRUE,95,100,100,100,100,95,85,96.43,Exceeds,No
6/3/2024,EMP018,17.03,94.29,1.235,2,TRUE,95,90,95,95,100,100,100,96.43,Exceeds,No
6/10/2024,EMP018,7.42,94.29,1.202,1,TRUE,85,100,95,100,85,100,100,95,Exceeds,No
6/17/2024,EMP018,9.21,90.51,1.171,0,TRUE,95,85,95,100,85,90,95,92.14,Exceeds,No
6/24/2024,EMP018,16.81,99.67,1.318,2,TRUE,85,100,90,100,100,95,100,95.71,Exceeds,No
7/1/2024,EMP018,19.74,98.16,1.321,0,TRUE,90,90,95,100,50,100,100,89.29,Meets,Yes
7/8/2024,EMP018,19.2,99.13,1.191,0,TRUE,100,100,100,90,95,90,100,96.43,Exceeds,No
7/15/2024,EMP018,13.55,89.97,1.385,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP018,11.25,96.01,1.393,2,TRUE,90,100,90,100,85,100,85,92.86,Exceeds,No
7/29/2024,EMP018,8.97,98.87,1.108,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/5/2024,EMP018,16.43,85.95,1.258,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP018,11.25,89.72,1.456,2,TRUE,95,100,100,100,95,100,95,97.86,Exceeds,No
8/19/2024,EMP018,12.1,88.71,1.308,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP018,16.26,92.73,1.239,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/2/2024,EMP018,19.21,87.8,1.201,2,TRUE,95,100,95,100,95,100,90,96.43,Exceeds,No
9/9/2024,EMP018,19.16,86.25,1.197,2,TRUE,95,100,85,95,100,90,90,93.57,Exceeds,No
9/16/2024,EMP018,7.45,99.67,1.14,1,TRUE,70,90,90,100,100,100,100,92.86,Exceeds,No
9/23/2024,EMP018,14.46,94.31,1.427,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP018,7.13,95.47,1.135,1,TRUE,90,100,90,90,100,100,95,95,Exceeds,No
10/7/2024,EMP018,15.22,88.35,1.217,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP018,17.78,88.36,1.118,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP018,18.11,99.56,1.413,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP018,15.49,85.6,1.116,2,TRUE,50,95,95,90,100,100,90,88.57,Meets,Yes
11/4/2024,EMP018,11.86,86.49,1.223,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP018,14.43,90.32,1.329,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP018,19.39,98.35,1.264,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP018,7.69,86.39,0.148,2,TRUE,100,95,95,95,95,95,100,96.43,Exceeds,No
12/2/2024,EMP018,13.88,93.04,1.21,1,TRUE,100,100,95,90,90,95,90,94.29,Exceeds,No
12/9/2024,EMP018,17.72,87.05,1.419,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/16/2024,EMP018,17.6,98.34,1.49,0,TRUE,95,95,100,90,100,95,100,96.43,Exceeds,No
12/23/2024,EMP018,19.21,97.99,1.239,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP019,14.49,98.99,1.116,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP019,15.63,96.95,1.115,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP019,8.4,89.37,1.404,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP019,19.35,96.01,1.321,0,TRUE,90,95,90,85,95,100,100,93.57,Exceeds,No
1/29/2024,EMP019,17.92,92.03,1.413,2,TRUE,90,95,100,90,85,95,95,92.86,Exceeds,No
2/5/2024,EMP019,18.48,97.04,1.379,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP019,12.2,92.74,1.463,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP019,18.13,97.72,1.454,1,TRUE,100,95,95,95,100,95,100,97.14,Exceeds,No
2/26/2024,EMP019,14.9,86.58,1.415,1,TRUE,95,100,95,95,85,100,100,95.71,Exceeds,No
3/4/2024,EMP019,11.21,92.85,1.29,0,TRUE,95,100,100,95,100,90,100,97.14,Exceeds,No
3/11/2024,EMP019,7.18,86.27,1.223,2,TRUE,100,100,50,90,90,100,100,90,Meets,Yes
3/18/2024,EMP019,9.03,94.71,1.303,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP019,14.35,91.52,1.301,2,TRUE,85,95,100,100,95,90,100,95,Exceeds,No
4/1/2024,EMP019,18.81,99.85,1.344,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP019,17.61,93.85,1.174,0,TRUE,95,95,90,100,100,90,85,93.57,Exceeds,No
4/15/2024,EMP019,7.07,98.87,1.362,2,TRUE,33,100,95,100,95,100,95,88.29,Meets,Yes
4/22/2024,EMP019,9.06,99.37,1.283,2,TRUE,85,100,100,85,100,95,85,92.86,Exceeds,No
4/29/2024,EMP019,12.73,90.31,1.348,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP019,14.8,89.82,1.196,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP019,16.62,87.15,1.274,2,TRUE,95,100,90,100,90,100,95,95.71,Exceeds,No
5/20/2024,EMP019,18.85,98.74,1.184,0,TRUE,100,100,100,100,95,70,100,95,Exceeds,No
5/27/2024,EMP019,15.1,98.57,1.45,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP019,9.43,96.92,1.295,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP019,18.05,99.41,1.19,0,TRUE,95,100,100,85,95,90,100,95,Exceeds,No
6/17/2024,EMP019,14.73,99.43,1.116,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP019,15.51,99,1.37,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP019,9.1,90.01,0.115,2,TRUE,100,100,90,95,85,85,100,93.57,Exceeds,No
7/8/2024,EMP019,7.09,90.29,1.496,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP019,19.02,95.9,0.272,1,TRUE,100,95,100,100,100,100,95,98.57,Exceeds,No
7/22/2024,EMP019,17.93,97.43,1.216,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP019,7.75,91.4,1.363,0,TRUE,100,100,70,90,100,90,100,92.86,Exceeds,No
8/5/2024,EMP019,9.94,86.25,1.21,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP019,12.61,89.13,1.428,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/19/2024,EMP019,19.23,87.55,1.223,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP019,13.92,93.61,1.495,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/2/2024,EMP019,17.87,91.15,1.342,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP019,15.11,88.34,1.438,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP019,17.63,99.82,1.129,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP019,12.4,95.48,1.239,1,TRUE,95,100,90,100,95,85,100,95,Exceeds,No
9/30/2024,EMP019,13.43,95.5,1.395,2,TRUE,90,95,85,95,95,100,100,94.29,Exceeds,No
10/7/2024,EMP019,11.9,94.54,1.362,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP019,18.79,95.99,1.178,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP019,7.89,87.21,0.185,2,TRUE,85,95,100,100,95,100,95,95.71,Exceeds,No
10/28/2024,EMP019,17.25,99.96,1.205,0,TRUE,95,90,95,100,95,100,100,96.43,Exceeds,No
11/4/2024,EMP019,18.38,90.01,1.345,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP019,19.11,95.45,1.238,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP019,7.32,94.51,1.224,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP019,19.04,98.47,1.183,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP019,12.78,99.58,1.264,0,TRUE,100,100,85,100,95,95,85,94.29,Exceeds,No
12/9/2024,EMP019,17.63,91.41,1.178,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/16/2024,EMP019,17.56,89.69,1.485,1,TRUE,100,95,90,85,100,100,100,95.71,Exceeds,No
12/23/2024,EMP019,11.08,99.63,1.162,2,TRUE,95,100,100,100,95,85,100,96.43,Exceeds,No
1/1/2024,EMP020,12.99,89.58,1.465,0,TRUE,85,95,100,100,95,100,90,95,Exceeds,No
1/8/2024,EMP020,15.43,91.14,1.271,0,TRUE,100,85,85,85,95,95,100,92.14,Exceeds,No
1/15/2024,EMP020,14.78,95.76,1.251,0,TRUE,100,100,100,100,100,85,95,97.14,Exceeds,No
1/22/2024,EMP020,9.76,87.23,1.193,0,TRUE,100,90,100,100,100,95,85,95.71,Exceeds,No
1/29/2024,EMP020,8.08,93,1.354,0,TRUE,85,95,95,95,90,100,100,94.29,Exceeds,No
2/5/2024,EMP020,19.43,93.5,1.374,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP020,15.13,90.72,1.287,2,TRUE,90,95,100,100,95,100,85,95,Exceeds,No
2/19/2024,EMP020,19.68,92.72,1.122,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP020,17.64,97.49,1.467,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP020,18.46,94.33,1.492,1,TRUE,85,85,100,95,85,100,100,92.86,Exceeds,No
3/11/2024,EMP020,11.94,90.73,1.272,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP020,16.28,85.46,1.345,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP020,7.43,93.95,1.28,1,TRUE,100,100,100,100,90,100,100,98.57,Exceeds,No
4/1/2024,EMP020,7.89,92.88,1.229,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP020,29.35,94.18,1.131,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/15/2024,EMP020,9.18,96.56,1.282,0,TRUE,100,95,90,95,95,95,100,95.71,Exceeds,No
4/22/2024,EMP020,11.35,91.06,1.427,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/29/2024,EMP020,15.78,89.69,1.107,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP020,8.7,94.09,1.333,1,TRUE,100,85,85,85,95,95,90,90.71,Exceeds,No
5/13/2024,EMP020,11.71,91.4,1.452,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP020,15.51,96.74,1.187,0,TRUE,85,95,100,100,100,90,100,95.71,Exceeds,No
5/27/2024,EMP020,9.14,96.41,1.173,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP020,11.48,90.8,1.409,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP020,17.84,89.79,1.202,2,TRUE,95,90,85,100,100,100,100,95.71,Exceeds,No
6/17/2024,EMP020,16.19,97.85,1.177,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP020,18.5,88.72,1.251,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP020,12.96,96.19,1.257,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP020,18.5,90.69,1.45,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP020,11.85,96.9,1.347,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP020,14.63,94.36,1.262,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP020,12.8,93.21,1.314,2,TRUE,100,100,95,95,90,95,100,96.43,Exceeds,No
8/5/2024,EMP020,18.88,88.65,1.482,2,TRUE,95,90,95,50,100,95,85,87.14,Meets,Yes
8/12/2024,EMP020,17.34,98.13,1.145,1,TRUE,100,70,100,95,90,100,90,92.14,Exceeds,No
8/19/2024,EMP020,11.23,91.5,1.183,2,TRUE,90,100,100,90,90,95,100,95,Exceeds,No
8/26/2024,EMP020,11.09,86.35,1.485,0,TRUE,100,95,85,100,90,100,90,94.29,Exceeds,No
9/2/2024,EMP020,13.62,85.02,1.483,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP020,7.43,93.93,1.171,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP020,16.67,92.64,1.158,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP020,16.97,94.13,1.268,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP020,19.48,90.78,1.12,0,TRUE,100,95,100,95,95,95,85,95,Exceeds,No
10/7/2024,EMP020,19.57,97.06,1.362,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP020,16.93,96.79,1.131,2,TRUE,95,100,95,100,95,90,100,96.43,Exceeds,No
10/21/2024,EMP020,7.02,94.15,1.123,2,TRUE,100,100,85,100,100,100,100,97.86,Exceeds,No
10/28/2024,EMP020,14.23,96.89,1.294,0,TRUE,85,100,100,95,85,100,95,94.29,Exceeds,No
11/4/2024,EMP020,15.62,94.89,1.483,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP020,8.5,94.51,1.271,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP020,8.81,95.81,1.243,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP020,19.64,89.02,1.499,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP020,18.97,88.42,1.313,2,TRUE,100,95,100,100,90,90,100,96.43,Exceeds,No
12/9/2024,EMP020,11.98,93.48,1.25,1,TRUE,85,100,100,95,100,100,100,97.14,Exceeds,No
12/16/2024,EMP020,13.39,87.87,1.254,0,TRUE,100,100,90,100,100,90,85,95,Exceeds,No
12/23/2024,EMP020,9.5,88.06,1.178,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP021,18.42,97.23,1.305,0,TRUE,95,95,100,95,100,95,100,97.14,Exceeds,No
1/8/2024,EMP021,13.48,99.49,1.276,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP021,17.58,96.33,1.208,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP021,17.05,90.25,1.164,2,TRUE,100,100,100,100,100,85,95,97.14,Exceeds,No
1/29/2024,EMP021,15.26,92.14,1.224,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP021,12.81,96.3,1.303,2,TRUE,100,100,90,100,90,95,90,95,Exceeds,No
2/12/2024,EMP021,19,99.73,1.123,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP021,9.03,87.42,1.161,1,TRUE,85,95,95,90,100,95,100,94.29,Exceeds,No
2/26/2024,EMP021,7.51,95.08,1.479,0,TRUE,90,95,95,100,100,100,95,96.43,Exceeds,No
3/4/2024,EMP021,17.34,86.66,1.317,2,TRUE,85,90,100,100,95,90,100,94.29,Exceeds,No
3/11/2024,EMP021,9.22,90.24,1.125,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP021,18.98,86.15,1.377,2,TRUE,90,90,95,95,90,95,95,92.86,Exceeds,No
3/25/2024,EMP021,13.01,90.95,1.125,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/1/2024,EMP021,9.97,98.83,1.396,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP021,12.38,99.64,1.4,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/15/2024,EMP021,16.41,87.21,1.36,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP021,16.91,99.94,1.393,0,TRUE,90,100,100,100,100,95,95,97.14,Exceeds,No
4/29/2024,EMP021,14.77,86.22,1.135,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP021,15.28,94.09,1.391,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP021,9.67,93.02,1.155,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP021,16.81,87.2,0.176,1,TRUE,100,100,95,95,90,100,90,95.71,Exceeds,No
5/27/2024,EMP021,15.47,87.09,1.477,1,TRUE,90,100,100,85,100,95,95,95,Exceeds,No
6/3/2024,EMP021,12.16,91.35,1.301,2,TRUE,85,90,100,95,100,90,100,94.29,Exceeds,No
6/10/2024,EMP021,20.11,89.78,1.487,1,TRUE,95,95,95,95,85,100,100,95,Exceeds,No
6/17/2024,EMP021,12.12,90.87,1.136,2,TRUE,100,85,95,100,95,100,95,95.71,Exceeds,No
6/24/2024,EMP021,19.61,87.19,1.291,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP021,17.88,86.01,1.125,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP021,9.9,91.33,0.319,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP021,7.11,89.88,1.131,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP021,17.12,90.14,1.17,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP021,11.4,98.34,1.204,0,TRUE,90,100,100,100,95,95,100,97.14,Exceeds,No
8/5/2024,EMP021,9.35,93.87,1.399,2,TRUE,90,100,100,100,100,100,100,98.57,Exceeds,No
8/12/2024,EMP021,14.43,87.23,1.166,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/19/2024,EMP021,11.86,91.81,1.439,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP021,16.11,98.97,1.153,0,TRUE,100,85,85,95,100,95,100,94.29,Exceeds,No
9/2/2024,EMP021,13.52,92.2,1.114,1,TRUE,95,95,100,95,100,100,100,97.86,Exceeds,No
9/9/2024,EMP021,16.94,99.02,1.258,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP021,16.92,98.81,1.492,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP021,17.35,95.23,1.144,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP021,9.98,87.59,1.141,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/7/2024,EMP021,8.16,93.18,1.4,0,TRUE,100,90,85,100,95,95,90,93.57,Exceeds,No
10/14/2024,EMP021,8.4,96.09,0.163,0,TRUE,85,100,90,95,95,100,100,95,Exceeds,No
10/21/2024,EMP021,18.24,92.18,1.387,0,TRUE,100,95,100,95,90,95,100,96.43,Exceeds,No
10/28/2024,EMP021,16.21,91.15,1.18,2,TRUE,100,100,95,95,90,90,95,95,Exceeds,No
11/4/2024,EMP021,11.34,93.32,1.284,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP021,18.59,98.26,1.206,2,TRUE,85,50,95,100,100,95,100,89.29,Meets,Yes
11/18/2024,EMP021,11.46,88.53,1.281,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP021,12.54,91.1,1.408,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP021,11.92,99.28,1.405,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP021,7.23,94.03,1.306,2,TRUE,95,100,90,95,100,50,100,90,Meets,Yes
12/16/2024,EMP021,11.23,95.71,1.471,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/23/2024,EMP021,11.5,97.85,1.206,0,TRUE,95,90,100,90,50,90,100,87.86,Meets,Yes
1/1/2024,EMP022,14.98,92.94,1.196,2,TRUE,100,95,100,95,95,95,95,96.43,Exceeds,No
1/8/2024,EMP022,13.28,85.19,1.346,1,TRUE,100,100,95,95,95,95,85,95,Exceeds,No
1/15/2024,EMP022,12.14,92.92,1.349,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP022,16.93,99.14,1.119,2,TRUE,100,100,50,95,90,100,100,90.71,Exceeds,No
1/29/2024,EMP022,13.04,94.92,1.343,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP022,11.17,96.71,1.25,1,TRUE,90,95,100,100,100,95,95,96.43,Exceeds,No
2/12/2024,EMP022,14.77,91.89,1.399,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP022,13.79,90.53,1.423,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP022,24.78,89.82,1.321,2,TRUE,95,100,95,100,100,100,95,97.86,Exceeds,No
3/4/2024,EMP022,15.01,93.39,0.011,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP022,17.02,89.07,1.355,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP022,8.85,87.38,1.4,2,TRUE,85,100,90,100,95,100,95,95,Exceeds,No
3/25/2024,EMP022,19.44,87.74,0.132,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/1/2024,EMP022,15.66,94.87,1.286,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP022,15.25,85.28,1.486,2,TRUE,100,95,100,95,90,95,100,96.43,Exceeds,No
4/15/2024,EMP022,12.92,92.13,1.219,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP022,17.8,85.68,1.189,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/29/2024,EMP022,7.42,90.53,1.184,0,TRUE,100,95,95,100,90,100,100,97.14,Exceeds,No
5/6/2024,EMP022,27.37,91.35,1.324,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP022,14.79,86.63,1.48,2,TRUE,100,95,100,100,85,85,100,95,Exceeds,No
5/20/2024,EMP022,16.92,99.24,1.343,1,TRUE,90,95,90,100,85,95,100,93.57,Exceeds,No
5/27/2024,EMP022,19.26,92.02,1.221,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP022,19.52,94.51,1.355,0,TRUE,85,95,85,100,85,95,90,90.71,Exceeds,No
6/10/2024,EMP022,12.51,92.45,0.316,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/17/2024,EMP022,13.36,91.84,1.339,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP022,18.3,87.61,1.164,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP022,15.66,89.18,1.354,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP022,8.36,86.57,1.272,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP022,9.13,90.21,1.107,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP022,16.42,97.53,1.316,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP022,19.74,85.92,1.496,0,TRUE,100,100,95,85,95,100,95,95.71,Exceeds,No
8/5/2024,EMP022,16.26,91.72,1.24,0,TRUE,100,100,95,90,85,100,95,95,Exceeds,No
8/12/2024,EMP022,15.19,92.59,1.486,0,TRUE,100,100,100,90,100,100,90,97.14,Exceeds,No
8/19/2024,EMP022,15.89,93.54,1.138,2,TRUE,100,100,100,100,90,100,85,96.43,Exceeds,No
8/26/2024,EMP022,18.28,93.55,1.393,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/2/2024,EMP022,8.84,86.28,1.146,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP022,8.94,92.61,1.209,2,TRUE,100,95,100,100,90,100,100,97.86,Exceeds,No
9/16/2024,EMP022,9.91,86.78,1.328,2,TRUE,100,95,95,90,95,95,100,95.71,Exceeds,No
9/23/2024,EMP022,8.86,87.35,1.337,2,TRUE,95,95,100,85,90,85,100,92.86,Exceeds,No
9/30/2024,EMP022,14.42,96.61,1.41,2,TRUE,85,100,100,100,100,95,100,97.14,Exceeds,No
10/7/2024,EMP022,17.22,98.59,1.346,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP022,16.94,94.01,1.337,0,TRUE,95,100,85,95,95,100,70,91.43,Exceeds,No
10/21/2024,EMP022,11.12,91.97,1.465,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP022,15.21,87.37,1.281,0,TRUE,100,95,100,95,95,95,95,96.43,Exceeds,No
11/4/2024,EMP022,17.69,90.13,1.19,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP022,8.5,94.04,1.165,2,TRUE,90,95,100,95,100,95,95,95.71,Exceeds,No
11/18/2024,EMP022,18.02,99.84,1.26,0,TRUE,85,95,95,90,90,85,100,91.43,Exceeds,No
11/25/2024,EMP022,15.06,92.05,1.385,1,TRUE,95,95,95,33,85,90,95,84,Meets,Yes
12/2/2024,EMP022,9.95,89.9,1.117,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP022,13.64,98.51,1.152,1,TRUE,100,90,100,95,100,100,100,97.86,Exceeds,No
12/16/2024,EMP022,11.83,97.58,1.142,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/23/2024,EMP022,14.87,87.48,1.334,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP023,8.63,94.22,1.197,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP023,14.14,87.71,1.167,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP023,13.18,91.49,1.337,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP023,17.05,90,1.405,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/29/2024,EMP023,25.66,85.35,1.233,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP023,8.89,90.32,1.331,2,TRUE,90,100,85,90,100,90,100,93.57,Exceeds,No
2/12/2024,EMP023,18.01,90.55,1.139,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP023,17.85,93.62,1.474,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
